0,7.88E+17,2016-10-17 20:09:59+00:00,congratulations ecuador now it is time to stop being complicit in assanges actions send him back to sweden to face his accuser like a man 
0,1.08E+18,2019-01-11 07:43:00+00:00,thread trump generalizing immigrants as criminals is scary my parents came here from nicaragua in 1979 escaping a war and they spent their whole lives pressing education and the american dream on me my parents and their standard allowed me to play college baseball and push
1,1.15E+18,2019-07-02 14:32:00+00:00,african invaders
0,7.13E+17,2016-03-23 23:54:17+00:00,1st gen immigrants african american students have fewer reciprocal relationships effect of hierarchical societiespentland
0,8.25E+17,2017-01-28 17:45:33+00:00,2 iraqi men held at jfk helped our fucking troops survive a war stop pretending you give a fuck about legal immigrants and veterans
1,1.00E+18,2018-05-30 00:05:43+00:00,white man furious that jack in the box employee wouldnt accept coupon for free burger threatens to send her back to mexico via theroot
1,9.11E+17,2017-09-22 17:15:31+00:00,jesus christ man theyre bringing drugs theyre bringing crime theyre rapists referring to mexican immigrants not the government
0,6.65E+17,2015-11-12 17:26:09+00:00,funny that no one realizes we are the immigrants and mexico owned this land and they are the natives as well as the indians
0,1.16E+18,2019-08-22 20:02:35+00:00,it is the norm in the western hemisphere and true in all of north america nations built by immigrants threw out that old world bullshit try to do at least a little reseach before you embarrass yourself again with that bs
0,1.28E+18,2020-07-07 17:06:52+00:00,"
hello name changers of arizona and americacesar chavez called his own people from mexico wetbacks he doesnt deserve to have anything named after him as well john 832"
0,1.10E+18,2019-03-02 14:56:02+00:00,"you let the meat talk first and then you add sauce as you desire it otherwise you might be covering up some mistakes in a sea of sauce
im not german but i like what those immigrants did wthe mustard seed lexington county sc is ground zero for the german influence on sc cuisine"
0,8.26E+17,2017-01-30 01:14:42+00:00,when organized crime was randant the gov didnt ban people from italy from coming here they just went after the bad guys
1,1.01E+18,2018-07-03 23:41:11+00:00,why arent immigrants seeking asylum going to the us embassy in mexico instead of the border they would be able to stay together and usa wouldnt have to spend great amounts of money to house and feed them
0,9.80E+17,2018-04-01 15:35:34+00:00,"1 yes they are immigrants
2 illegal law breakers means people breaking illegal laws
english isnt that hard but simple logic isnt either youve mastered neither i guess we have decades of gop attacks on public education to blame"
0,8.29E+17,2017-02-06 19:11:18+00:00,darin members of ur family yrs ago immigrated to usa from lebanon and u wont extend immigrants same courtesy given to ur family 
0,1.15E+18,2019-07-07 00:54:44+00:00,how on gods green do you know what it means to be african american one if you paid attention she was born in california that makes her an american just because her parents were immigrants that has nothing to do with how patriotic she is i bet you have immigrants in family
0,1.04E+18,2018-09-12 21:31:19+00:00,wondering where in east tn because my mexican restaurant is owned by mexican immigrants legal ones
0,1.27E+18,2020-06-02 15:28:25+00:00,"please do not block
s386 eliminates the discrimination why indian highskilled immigrant has to wait 50 100 years whereas immigrants from other has to wait less than 1 year how is it fairplease support"
0,1.55E+18,2022-07-28 08:38:34+00:00,caribbean immigrants in the united states 
0,1.11E+18,2019-03-17 04:34:18+00:00,"israel a per day ruth dayan founded in 1955 1st and decorative arts brand which created jobs for new female immigrants and preserved ethnic crafts of the various communities living in israel
womenshistorymonth socialimpact at "
0,8.91E+17,2017-07-28 23:37:31+00:00,yes and its universal many if not all who have struggled can relate african american community women immigrants all who have been
0,9.44E+17,2017-12-22 15:59:21+00:00,12 thank you for being a teacher paula i highly value your work it was actually my 7th grade spanish teacher who taught me about what mexican and central american immigrants face and what they risk to get here
0,1.02E+18,2018-07-10 13:11:59+00:00,"the entire conservative movement is based on fear it lives off feeling threatened
liberals will take your guns
liberals want open borders
immigrants are taking your jobs
minorities are why you didnt get into college
lgbt want to turn your children gay
obama is kenyan"
0,1.38E+18,2021-04-03 22:25:07+00:00,gop reps pull support of candidate following comments about chinese immigrants 
0,1.09E+18,2019-01-21 21:58:27+00:00, israel attacks syria twice in 24hrs yellow vests go global and dhs buses leave immigrants in arizona
0,3.88E+17,2013-10-09 00:03:03+00:00,pretty sure vietnam vets are not a racial group also illegal immigrants are not a racial group
0,8.55E+17,2017-04-21 00:02:45+00:00,no doubt with so many muslims and immigrants in france however im thinking a fraudulent election may prevail i hope and pray im wrong 
0,1.07E+18,2018-12-13 03:48:22+00:00,my grandmother is a damn g grandma pat is the daughter of irish immigrants a total original love you 
0,1.36E+18,2021-02-05 03:25:16+00:00,to clarify youre the daughter of immigrants insisting that a us government take over of native land to make way for a 210k gallon leaky canadian crude line is in the best interest of the american worker fyi wo native americans there would be no american worker nevernikki
0,1.05E+18,2018-10-16 05:04:56+00:00,the cherokee were a splinter off the iroquois not immigrants from south america now people are just making up histories to fit their narratives
0,1.10E+18,2019-03-09 21:38:17+00:00,large number of immigrants whats large to trump is two to 10 people iligitimate russian installed lying pathetic fraud traitor 
0,1.13E+18,2019-05-11 00:42:49+00:00,he also thinks climate change is a chinese hoax so hes deregulated almost all environment protections hes taken federally protected land to try and make money the particular site was a sacred place for the native americans in that region hes been as cruel to immigrants
1,7.71E+17,2016-09-01 04:24:20+00:00,doesnt know there are more illegal canadian immigrants than mexican where is the wall up north
1,8.53E+17,2017-04-16 01:26:57+00:00,what are you going to do send her back to italy 
1,8.62E+17,2017-05-09 19:26:28+00:00,haitian immigrants poisoned the wells thats why we had bubonic plague am i doing this right
1,9.04E+17,2017-09-01 23:47:04+00:00,mexico guatemala not they come here 4 a free ride its not by mistake that 91 of hispanic immigrants are on welfare they use us
0,1.58E+18,2022-10-15 03:52:37+00:00,43 years ago in 1979 my parents immigrated to the united states from hong kong and taiwan the first generation takes nothing for granted and as the son of immigrantsneither do i 
1,6.29E+17,2015-08-07 01:35:40+00:00,reminder cuban immigrants have pathways to direct us citizenship rubio is cuban and wants a fence
0,1.30E+18,2020-09-02 13:20:05+00:00,shes looking for responses esp from bipoc immigrants and language learners and those who grew up in poverty or other challenging situations doesnt matter if your job involves a lot of writing or not just that being able to write is important to you 24
0,1.15E+18,2019-07-01 11:59:47+00:00,but that is a new phenomenon my grandparents were from italy i am almost 67 immigrants use to demand their children speak the language they wanted to assimilate into being an american as quickly as possible
0,1.03E+18,2018-08-09 22:47:08+00:00,"
werent the native indians people of color that occupied this land before the immigration of many europeans what many native indians killed and had their land stolen by immigrants from europe america should be ashamed"
0,7.96E+17,2016-11-09 23:26:28+00:00,as the daughter of two mexican immigrants im very terrified of the safety of my family as well 
0,1.09E+18,2019-01-17 00:34:28+00:00,brexit uk capitalists want british people to blame their economic suffering from 2008 crash on european union and european immigrants real problem is capitalisms instability crashes and inequality brexits scapegoating of europe solves none of that 
0,7.00E+17,2016-02-18 17:30:56+00:00,second presentation is from the panepa delegation talking about the russian experience with immigrants
0,9.53E+17,2018-01-15 23:41:59+00:00,he married two european immigrants that isnt haitian nigerian or el salvadorean you people really think everyone is dumb enough to buy this argument lol
0,8.35E+17,2017-02-24 15:49:38+00:00,28 yo woman raped by 9 iraqi immigrants in vienna 
0,8.42E+17,2017-03-14 23:13:38+00:00,and now syria considers us invaders canada says were not safe 
0,1.36E+18,2021-02-03 14:51:26+00:00,its german in origin punxsutawney pa picked it up as a newspaper stunt in 1887 german immigrants were doing it february 2 is candlemas an important christian holiday in germany and some scandinavian countries
1,1.06E+18,2018-11-01 20:32:08+00:00,says the us welcomes and needs immigrants but that he doesnt see immigrants taking part in the caravan as seeking asylum since they refuse to stay in mexico despite the resources mexico has offered
0,7.27E+17,2016-05-02 03:34:49+00:00, these would be considered illegal immigrants and canada probably wont let them in
0,8.42E+17,2017-03-16 17:39:50+00:00,this how ludicrous and mexico is paying for it was most of the immigrants dont come from mexico they come further south
1,9.52E+17,2018-01-12 06:23:35+00:00,obviously you havent lived or traveled around the world my son lived in the worst country on the planet togo west africa he loved the people in that country but some countries have more criminals and different values trump doesnt want us blacks to lose jobs to immigrants
0,1.51E+18,2022-04-07 01:40:25+00:00,maybe washington will bus the 100 thousand ukraine immigrants the governors mansion in texas tothe texas tribune gov greg abbotts plan to bus migrants to washington dc will be voluntary via googlenews
0,1.01E+18,2018-06-14 23:48:22+00:00,bull release the children back to their parents than send them back to mexico if we have too i read the bible its says take care of the poor were getting just like the nazis
1,8.02E+17,2016-11-26 00:15:24+00:00,send them back to north africa and me one way
0,8.93E+17,2017-08-03 06:05:19+00:00,umm you campaigned on kicking mexicans out and keeping them out not favoring english speaking immigrants
0,1.53E+18,2022-05-21 22:56:22+00:00,yes they counselukr should cede territory to the fascist invaders whose stated aim is to eliminate ukrainian identity thats the same as giving up the utter arrogance of the nyt interfering in ukr affairs to the extent the defense minister had to clean it up its dastardly
0,1.01E+18,2018-06-26 21:34:06+00:00,theyre are 450500k illegal immigrants with expired visas currently living in the usa so if immigration is so important why arent you going after them oh yea i forgot their from canada n europe so spare me your two cents on 
0,1.43E+18,2021-08-19 21:57:50+00:00,"hey ms dumas
we here in az dont want somalia 20 replay of minneapolis these people like before have not been vetted we do not like illan omar
we have plenty of new illegal immigrants to deal with where do u live we will send all those single young afghan men to your area"
0,8.90E+17,2017-07-24 21:27:33+00:00,monarch victorialuudinh of republic vietnam nation chinese invaders illegal invaded banks in vietnam 
1,1.39E+18,2021-05-11 14:05:55+00:00,when gas lines today war in the middle east today isis back taliban bombed school children murdered our southern border crushed with illegal immigrants in the hundred thousands poor economy pipeline hacked biden sucks
1,1.07E+18,2018-12-09 06:26:38+00:00,france is in full blown revolution and european nations are watching its not just the tax hike their pissed at its a plate full of issues and one is illegal immigrants the french need to make a living wage and immigrants are causing wages to drop cheap labor
0,1.08E+18,2019-01-04 04:17:09+00:00,also the great wall of china failed to stop northern invaders 
0,7.33E+17,2016-05-17 12:27:20+00:00,next person who makes an asshole joke about how only immigrants speak spanish will get their balls crushed into tostones
1,5.23E+17,2014-10-16 18:33:43+00:00,american children dying and being paralyzed from the enterovirus virus came from illegal aliens from central america crossing our border
0,8.79E+17,2017-06-26 02:00:48+00:00,argentina has high population of european immigrants population i personally love the icecream at argentina
0,1.23E+18,2020-02-16 16:13:12+00:00,prob cause irish immigrants were below the rest of the white population in america
0,8.76E+17,2017-06-16 23:21:43+00:00,iranian immigrants are helping save my wifes life my friend explains why the hurts us all 
1,1.54E+18,2022-06-10 14:42:07+00:00,what are they doing to shepherd their flock illegal immigrants from asia europe the caribbean central and south america are flooding the usa and all i hear from the bishops is a variance of the spiritual and corporeal works of mercy yes feed the hungry
0,1.06E+18,2018-10-30 02:58:42+00:00,"
trump is going to call out the us military to protect us from unarmed civilian families requesting asylum a few thousand economic refugees from central america where is his border patrol where are our values arent we a nation of immigrants "
0,9.06E+17,2017-09-07 23:39:57+00:00,an exandle of use of euphemism to brainwash readers into acceptance of a fallacy a la nazi germany 
1,1.15E+18,2019-07-10 15:37:52+00:00,this women is full of shit and disrespectful to all germans invaders are destroying your culture and destroying europe 
0,1.20E+18,2019-11-15 18:00:58+00:00,i cant believe that the republicans are trying to pretend that its scandalous for ukraine to object to being invaded by russia 
0,1.28E+18,2020-07-05 11:24:32+00:00,russians not asians if you take most of the population they would be eastern europeans and ukraine is closer to middle east i would say immigrants like us surely benefit because most of us considered white but there no reason to blame or take all the whites in one scoop
0,7.85E+17,2016-10-09 10:29:47+00:00,1st 52 norwegian immigrants to us arrived 191 years ago today on the sloop restaurationen in nyc 
0,1.03E+18,2018-08-13 12:03:04+00:00,she was referring to immigrants who come to puerto rico not puerto ricans as a whole
1,1.11E+18,2019-03-13 16:10:28+00:00,right on great comment and very true so let me get this straight russia or any other government cant interfere in our elections but democrats would allow illegal immigrants from other countries to vote in our elections i guess russians could come here and vote for president
0,9.74E+17,2018-03-14 23:57:31+00:00,fun fact many of our western rep co immigrants came from gotland sweden in the courtlandscandia area 
0,1.43E+18,2021-09-03 17:22:09+00:00,its like the irish assimilated the technology of invaders and some customs but didnt change their lifestyle till the vikings established cities why are the irish the only culture not to build settlements as they transitioned from hunter gathers to farming
0,1.15E+18,2019-07-14 20:14:50+00:00,starving irish immigrants came here because they had inept leaders in their nation made them starve jewish immigrants came because they had evil leader who prosecuted them in their nations
0,2.69E+17,2012-11-16 01:17:22+00:00,and why does the word island even have an s in it this is why immigrants dont wanna learn the language lol
0,1.54E+18,2022-06-11 19:29:41+00:00,nope the us is supporting ukraine until the invaders are vanquished
0,1.12E+18,2019-04-29 21:39:16+00:00,most popular sport in norway is soccer among boys and girls and not as homogenous as it used to be plenty of refugees and immigrants now from middle east elsewhere norway just works hard to integrate them and sees sport as greatboportjnity to do so
0,8.25E+17,2017-01-28 16:54:02+00:00,trump is like his german father those are the evil immigrants
1,1.04E+18,2018-09-01 19:48:27+00:00,no they wont since the country being invaded will not be welcome by anyone just ask cuba and iraq how that went
1,1.00E+18,2018-05-28 13:44:15+00:00,"this will not stand for too long people are fed up with the abuse of politicians and immigrants who want to do what they want without any rules applied and disregarded british are getting fucked in the ass with no grease welfare free housing medical for refugees nonstop
"
1,1.26E+18,2020-05-21 19:54:06+00:00,like lots of central european immigrants in south brooklyn not a lot of sidewalk cafes
0,1.55E+18,2022-07-19 17:37:50+00:00,the country is 88 german and a lot of other immigrants living there are gonna be white european the second largest ethnic group is like 2 and theyre turkish i beg people to stop viewing the rest of the world through an american lense 
1,9.84E+17,2018-04-11 21:59:41+00:00,african refugees in israel mexican immigrants in america i guess israel is next to build a 
0,9.66E+17,2018-02-20 21:32:35+00:00,ok syrian forces enter a majority kurdish city of ifrin in nw syria to chants of in syria we are one putting the kurdish nationalist move on hold at least in that part of syria at least for now together they will fend off neoottoman invaders to the north
1,4.89E+17,2014-07-14 19:05:09+00:00,why dont we just spend a few dollars make mexico real nice then all these immigrants wont keep coming north cause they will have a home
1,1.08E+18,2019-01-13 00:36:45+00:00,can we deport them to mexico 
1,6.74E+17,2015-12-07 23:31:54+00:00,someone should propose a retroactive ban on all with german ancestry andmass deport all whose relatives were immigrants that wld be trump
0,1.09E+18,2019-01-20 03:50:09+00:00,so the racist teenage descendant of possibly illegal immigrants shouted build that wall to a vietnam vet whose ancestors had been on this continent millenia before his 
0,7.96E+17,2016-11-08 04:59:58+00:00,fellow americans african and hispanic gop respects you and needs you we are party of equality and legal immigrants vote 4 real hope and change
0,6.41E+17,2015-09-07 00:14:50+00:00, most immigrants speak better english or american than you ever will you cretin
1,4.46E+17,2014-03-17 14:57:53+00:00,all you immigrants can learn the language or go back to mexico but we will celebrate your holidays americans
1,1.17E+18,2019-09-04 14:43:29+00:00,mexico is paying in little ways like the troops theyre using to help keep illegals from coming here the fact that their poor are no longer sent here so that mexico is no longer liable for them btw where was your concern for the military when obama diminished it
0,6.94E+17,2016-02-01 19:41:10+00:00,that picture is from world war 2 and those are european immigrants flying to north africa
0,9.56E+17,2018-01-25 01:01:28+00:00,future of europe as a military state army in swedish ghettos how europe tries to adapt to migration instead of solving it rt world news 
0,9.53E+17,2018-01-15 18:46:43+00:00,does that mean that you and dan will be attending a dreamers event in israel for ethiopian immigrants who have confirmed fear of persecution and who is furiously ejecting wo any objection from those demagoguing dreamer issue in usa
0,1.31E+18,2020-10-02 01:41:56+00:00,no im swedish irish and english white as they come proud as fuck about my heritage im not shouting white superiority and calling myself a rastafarian you are i have no illusions of superiority based on my whiteness my folks were immigrants immigrants
1,1.54E+18,2022-06-10 02:53:24+00:00,too bad you should have listened to his words in 2015 when he was disparaging mexican immigrants you all are complicit in that terror
0,7.57E+17,2016-07-24 05:19:16+00:00,he speaks for immigrants 4sure he spoke spanish in his exceptent speech for the usa
1,4.83E+17,2014-06-28 01:47:26+00:00,mexican cartels are threatening our border agents illegal immigrants spread diseases into our towns and dems r doing nothing
0,6.74E+17,2015-12-07 06:40:06+00:00,sinatra100 a celebration of a musical and cultural icon and the son of italian 
1,1.07E+18,2018-11-27 13:58:57+00:00,if you cannot see the parallels in your categorization of all immigrants as invaders and criminals who are purely seeking handouts with refugees from germany rwanda syria bosnia etc you are repeating history and not learning from it
0,1.20E+18,2019-11-24 19:38:05+00:00,im 56 chronically ill disabled there are probably some jobs i can work i have strong scottish ancestry though and irish and english no welsh oddly i am not high on scotlands list of acceptable immigrants
0,1.08E+18,2018-12-29 09:07:10+00:00,parents of iowa student whose death stirred antiimmigrant hate take in child of mexican immigrants 
0,1.06E+18,2018-10-29 22:07:41+00:00,bordertroops trump is talking sending 5000 troops to the border in order intimidate immigrants walking from central america now is mexico going to view that action as aggressive since when does us arm our southern border against non violent people
0,1.08E+18,2018-12-29 08:29:55+00:00,parents of iowa student whose death stirred antiimmigrant hate take in child of mexican immigrants 
0,1.22E+18,2020-02-04 01:37:44+00:00,all the haters asking why is it in spanish i dont understand how do you feel knowing immigrants can still learn the language and be bilingual but you cant even speak your own language properly 
0,1.01E+18,2018-06-21 04:52:00+00:00,from the english laungage and internet the law you must remember that just bc a office full of immigrants says it does not make it law the law you are referring to was implemented 20 twent years ago
1,7.31E+17,2016-05-12 07:51:04+00:00,i guess theyre trying to find a place for syria refugees err terrorists and the 19k illegal immigrants bo freed 
0,1.53E+18,2022-05-27 19:08:43+00:00,sir we as republicans or i should say me do not in no way think immigrants are dirty just like all of us we our from immigrants my family came from ireland in 1848 so no i do not think their anything other than those desiring a better life for themselves and their family
0,1.37E+18,2021-03-10 17:41:37+00:00,i dont see immigrants rushing into those countries as beacons of hope of attaining the swedish dream 
0,1.08E+18,2019-01-12 15:46:50+00:00,we were talking about the kids of immigrants not the immigrating folks themselves so i was born to jamaican parents and i was raised here i dont have a jamaican accent or pictures of michael manley on my wall my lived experience is an american one
1,1.02E+18,2018-07-17 11:18:40+00:00,good afternoon mr trump ice should be enforced more as i am living with a household of african immigrants i see the discomfort they can cause newark new jersey
1,1.09E+18,2019-01-23 02:08:35+00:00,amerigo vespucci discovered america in 1502 vikings came as early as 900 ad and natives were already here the columbus lie came from italian immigrants starting the myth to lower anti immigrant sentiment at the time but history am i right
0,1.13E+18,2019-05-05 11:49:57+00:00,i appreciate canada accepting some of the earlier undocumented immigrants providing a refuge from a difficult existence i believe they were called slaves
0,1.15E+18,2019-07-15 01:33:50+00:00,"
dude came from haiti at 11 his brother came here at 19 and immediately enlisted in the army hes been there since 96 immigrants arent our enemies"
0,9.70E+17,2018-03-05 02:23:59+00:00,two immigrants from kenya and pakistan at 
0,1.06E+18,2018-11-02 19:16:04+00:00,every country was founded by immigrants do you know who the moors were england is a country founded by french and norse invaders do you know who the celts and picts are
0,1.48E+18,2021-12-28 11:03:53+00:00,"end the first nations holocaust war in canada end the holocaust war with our indigenous brothers and sisters of mexico and south america
all those immigrants from mexico those are all indigenous families and kids hello they are locking indigenous kids in cages "
0,8.82E+17,2017-07-03 01:39:48+00:00,monarch victorialuudinh 02142017 communist srv chxhcnvn chinese invaders tortured vietnamese frnguyendinhthuc in songngoc vn
0,2.24E+17,2012-07-14 13:17:14+00:00,lol rt ifitwereuptome we be allowed to legally have illegal immigrants mexican cont 
0,1.21E+18,2019-12-22 22:17:46+00:00,its ridiculous how much crap people give immigrants for not learning english or speaking it well considering how unreasonably difficult it is
0,1.52E+18,2022-05-09 03:59:45+00:00,read accidental superpower for a summary of why we need more immigrants and why china india russia and japan are all about in serous trouble
0,1.21E+18,2019-12-18 19:53:59+00:00,now i was always told by my dad that some african immigrants didnt really like us like that so thats not a shocker but west indiesman some of my coolest potnas growing up was haitian jamaican trinidadian guyanesethem niggas aint tell me bout this
0,9.55E+17,2018-01-22 05:06:50+00:00,sorry completely wrong they grew up here speak the language are students soldiers teachers productive members in our society they only thing you can throw at them is a lable immigrants
1,7.67E+17,2016-08-21 14:02:39+00:00,after watching olympics for 2 weeksi want to hunt down and deport the british immigrants in the us illegally who do i need to vote for
0,7.10E+17,2016-03-16 00:42:02+00:00,i keep hearing if trump wind all the mexican immigrants get sent back that means i wont have famila anymore fuck
0,1.08E+18,2018-12-31 19:49:03+00:00,we see through you and your incessant lies which is why you will get your stupid wall the great wall of china failed to keep out foreign invaders do something youve never done before
1,7.19E+17,2016-04-09 21:33:40+00:00,he never mentions race mexico is not a race beeotch mexicans are not a race they are invaders get it
1,8.50E+17,2017-04-07 15:32:28+00:00,need to bomb north korea too and get all these illegal immigrants out of our country do the job trump you the man 
0,1.16E+18,2019-08-07 13:48:28+00:00,however to cut the story short john was among the six african immigrants whose dead bodies were found lying on the sahara desert by the egyptian immigration officers weeks after he left nigeria they were only identified by their green passports in their pockets
1,1.08E+18,2018-12-30 07:03:17+00:00,this is fucking bullshit smiley girl is right these invaders come and destroy your culture and destroying europe they are trouble makers and bad people trying to take over your country and culture looking for free stuff and raping girls not good 
1,7.47E+17,2016-06-25 02:13:56+00:00,the us should immediately stop taking in english immigrants
1,7.71E+17,2016-09-01 02:19:06+00:00,excited about new term criminal illegal mexican immigrants she says its a mouth full 
0,1.44E+18,2021-09-17 18:32:43+00:00,"lives are at stake you are hurting indian immigrants you need to stop hurting legal immigrants
submit provisions 6000234 to senate parliamentarian in good faith
durbinbansindians
judiciarydems"
1,1.01E+18,2018-06-25 21:29:19+00:00,thefive the chinese built the great wall to keep invaders out so did israel if they were using guns at the border we would send an army to protect the us theyre using the children at the tip of the sphere to invade us
0,1.50E+18,2022-02-27 20:08:26+00:00,happy dominican independence day part of bostons richness is the ability of so many communities to retain their ties to and affection for their ancestry or the lands they were born were a city of immigrants and those who welcome immigrants actionnotjustwords 
1,6.11E+17,2015-06-17 02:27:56+00:00," put her in a and send her back to 1859 georgia
shell play the quickfast"
0,7.91E+17,2016-10-27 03:41:49+00:00,and this aired in san antonio where 90 of our population have family immigrants from mexico
0,8.46E+17,2017-03-26 04:55:06+00:00,and they tell us immigrants to speak the language i wish these they do citizenship test
1,1.01E+18,2018-07-04 22:13:40+00:00,dont waste any more time on joyce its a russian troll or american traitor no real american believes the crap it just wrote in its tweetexcept nazis like and that was their theme yesterday immigrants ruining our culture usa is immigrants
1,8.97E+17,2017-08-15 11:22:15+00:00,ladies and gentlement what can you expect from one racist to another they need to take ass and arpaio and deport them to mexico
0,1.18E+18,2019-09-25 00:22:44+00:00,if honduras rejects the third safe country deal donald trump has threatened the nation with a 1020 percent tax on remittances sent from honduran immigrants in america to their families back home 
0,1.06E+18,2018-11-05 21:42:15+00:00,these are some pretty simple and trusting people here in sw mo changes in culture have happened suddenly here we have quite a few immigrants here from somalia laos mexico hodura india most of my neighbors are 4th and 5th generation locals slow positive cultural adjustment
0,8.32E+17,2017-02-16 19:06:37+00:00,irish italians jews and asians all came here as immigrants whats the problem with mexicans and central americans
0,1.18E+18,2019-09-25 16:00:28+00:00,judge refers to trumps most controversial remarks on immigration including his claims that immigrants from haiti all have aids and that if nigerians are admitted into america they would never go back to their huts 
0,1.57E+18,2022-09-22 17:12:57+00:00,kari lake never called all mexican immigrants rapists and murderers her husband is latino ffs
0,1.06E+18,2018-10-27 17:29:37+00:00,its a great and verybold jewish organization it was formed in the late 19th century to help resettle the jews coming over from eastern europe like my family today hias helps immigrants from everywhere 
0,1.02E+18,2018-07-14 21:05:48+00:00,or lebanese ipa beer or french wine is such a contradiction since he loves immigrants as long as they are not of color given his choice of mistresses acquaintances and eastern european immigrant employees for his us club properties god help us
0,7.24E+17,2016-04-23 20:41:29+00:00,as more latino kids speak only english parents worry about chatting with grandma 
0,9.58E+17,2018-01-29 03:41:03+00:00,this country constitution is nothing because this land god gave to the not immigrants from europe who killed my ancestors
0,5.34E+17,2014-11-16 13:08:13+00:00,breaking news ny mayor signs bills limiting deportation of caribbean immigrants
1,1.47E+18,2021-12-22 14:26:51+00:00,in georgia we building the number one largest illegal immigrants jail in the country over 1100 beds for they ass to and if immigrants blacks trying join and help them know how anti black asf they is be in their to yeap i just said that 
1,1.25E+18,2020-04-21 04:03:34+00:00,oh really they caught 1155 illegal chinese immigrants trying to sneak in our southern border youre truly uninformed and intellectually defunct
0,7.23E+17,2016-04-20 01:55:57+00:00,the impact of retired german immigrants in north dakota ie my nd family
0,1.01E+18,2018-06-23 17:48:38+00:00,trump and his like minded racist regime are murderers of american citizens in puerto rico and will continue to murder american citizens immigrants and more people of color they can be it through etc etc 
0,1.06E+18,2018-11-08 02:04:55+00:00,if youre homeless and not disabled i dont pity you if immigrants can come into this country without knowing a word of english and make something of themselves then there should be no excuse for you
0,1.16E+18,2019-08-15 17:31:41+00:00,"viva mexico cubano
dominicano all the plugs that i know
driving benzes with no benefits
not bad huh for some immigrants
build your fences we diggin tunnels
cant you see we gettin money up under youjay "
0,2.59E+17,2012-10-18 13:14:47+00:00,there are no legal immigrants in greece not one give me a break
0,8.66E+17,2017-05-22 01:46:08+00:00,more undocumented immigrants in us are giving up hope and trying for canada via aflores
0,1.16E+18,2019-07-31 17:22:45+00:00,european immigrants landed at legal entry points exactly how far back are you charting european immigrants to these native lands of united states 
0,1.02E+18,2018-07-19 18:35:20+00:00,an immigrants struggle ana is an undocumented honduran mother of three whose husband is in detention and she is trying to hold her family together in the trump era 
0,9.97E+17,2018-05-18 11:01:21+00:00,yeah cause its not like youve used that type of language to describe mexican immigrants before 
